CNN,ST_NAME,the_geom,ST_TYPE,CNNTEXT
24748000,CALIFORNIA,POINT (-122.40441842779992 37.792638656525554),ST,24748000
22932000,SAINT FRANCIS,POINT (-122.46880886345897 37.73482488090806),BLVD,22932000
50794000,CASHMERE,POINT (-122.38204400093078 37.73562531479231),ST,50794000
25451000,POWELL,POINT (-122.41120259235596 37.80210072563813),ST,25451000
21722000,FRANCE,POINT (-122.43515661447461 37.71850779731151),AVE,21722000
51363000,PARK,POINT (-122.46933619769698 37.79511438837958),BLVD,51363000
24604000,ECKER,POINT (-122.39891294673053 37.78963526888217),ST,24604000
33081000,MARIN,POINT (-122.39029600532083 37.74878517382794),ST,33081000
26912000,EUCLID,POINT (-122.45013568712481 37.784480902359014),AVE,26912000
23403000,PACHECO,POINT (-122.4912119234314 37.7498479543268),ST,23403000
21547000,MISSION,POINT (-122.44930866694367 37.70994620337875),ST,21547000
20617000,PHELPS,POINT (-122.40027368570989 37.72983814678818),ST,20617000
50789000,YOUNG,POINT (-122.3862832506526 37.736300108574504),CT,50789000
21149000,BANKS,POINT (-122.41256216693414 37.74177396552413),ST,21149000
33284000,BAY SHORE,POINT (-122.4058381586554 37.7423917615396),BLVD,33284000
23910000,05TH,POINT (-122.40237749197001 37.779458715697984),ST,23910000
23078000,OCEAN,POINT (-122.47420634713032 37.73211999915277),AVE,23078000
26105000,MARKET,POINT (-122.44099875768812 37.75621848500226),ST,26105000
25810000,NOE,POINT (-122.43325547252424 37.76586162767426),ST,25810000
22409000,AGUA,POINT (-122.45064408255108 37.742223054363016),WAY,22409000
21242000,HOLLY PARK,POINT (-122.4188002293833 37.737148079575874),CIR,21242000
51301000,SHERIDAN,POINT (-122.46137739030911 37.80119428844769),AVE,51301000
23264000,TARAVAL,POINT (-122.48319238273514 37.742720212725935),ST,23264000
24738000,GRANT,POINT (-122.40549818946191 37.790080540230086),AVE,24738000
24680000,TREASURY,POINT (-122.40112990458887 37.79112799317401),PL,24680000
24241000,13TH,POINT (-122.41775319361527 37.76981507891012),ST,24241000
52182000,HAMPSHIRE,POINT (-122.40870662417481 37.7678006399696),ST,52182000
23343000,ESCOLTA,POINT (-122.48997093858891 37.73795698322739),WAY,23343000
22800000,BRENTWOOD,POINT (-122.45728991117917 37.733806423325895),AVE,22800000
23890000,06TH,POINT (-122.40098156761469 37.774808775889525),ST,23890000
27937000,47TH,POINT (-122.50673653617076 37.756645860317995),AVE,27937000
27989000,BALBOA,POINT (-122.50695742713731 37.77527450309619),ST,27989000
50259000,TROY,POINT (-122.41872199817114 37.79220393279541),ALY,50259000
25156000,HYDE,POINT (-122.41663869693511 37.787245210323974),ST,25156000
20771000,SAN BRUNO,POINT (-122.40590942137536 37.73296324945669),AVE,20771000
27172000,11TH,POINT (-122.4685829992879 37.76583002845675),AVE,27172000
21323000,COLERIDGE,POINT (-122.42126413702277 37.741313721990316),ST,21323000
23116000,LAKE MERCED,POINT (-122.48388112569523 37.726672513672135),BLVD,23116000
50697000,PINK,POINT (-122.42426360940489 37.770643284522656),ALY,50697000
26560000,OCTAVIA,POINT (-122.42798314986253 37.79330747788942),ST,26560000
21029000,BRADFORD,POINT (-122.40976183837125 37.73685839619651),ST,21029000
22480000,ALEMANY,POINT (-122.46048235422894 37.71032208315319),BLVD,22480000
22943000,PORTOLA,POINT (-122.46830960851476 37.737417147913746),DR,22943000
21526000,FOOTE,POINT (-122.44726731395548 37.71464738799061),AVE,21526000
22268000,ELK,POINT (-122.43972250484012 37.73588604243742),ST,22268000
27983000,44TH,POINT (-122.50481635665163 37.775372452178026),AVE,27983000
27596000,CALIFORNIA,POINT (-122.46457215940968 37.78499397288911),ST,27596000
27431000,JUDAH,POINT (-122.48663989680838 37.76127562871479),ST,27431000
20884000,PRINCETON,POINT (-122.41445276134307 37.72479304914442),ST,20884000
27208000,WILLARD,POINT (-122.45704680286053 37.77817429112258),ST,27208000
23298000,EUCALYPTUS,POINT (-122.48795293305702 37.730973374669425),DR,23298000
23334000,SLOAT,POINT (-122.4881669713325 37.7340747699645),BLVD,23334000
24253000,HOMER,POINT (-122.4071370686698 37.77442509712998),ST,24253000
26445000,STANYAN,POINT (-122.45408321766531 37.77193040437085),ST,26445000
27916000,42ND,POINT (-122.50294658568859 37.7792573210592),AVE,27916000
23335000,EVERGLADE,POINT (-122.48895603923881 37.73411329747509),DR,23335000
50028000,STEVENSON,POINT (-122.41452733643521 37.77793869331592),ST,50028000
20073000,PALOU,POINT (-122.37969655752339 37.72761779419681),AVE,20073000
25661000,CHATTANOOGA,POINT (-122.42678718508 37.75656060891938),ST,25661000
27287000,CLEMENT,POINT (-122.46549239139965 37.7828909810474),ST,27287000
25705000,DOLORES,POINT (-122.42631747844838 37.76397000243036),ST,25705000
34019000,FITZGERALD,POINT (-122.39503576785145 37.72309244772665),AVE,34019000
28057000,SOUTH PARK,POINT (-122.39324579414884 37.782137080173406),,28057000
23953000,24TH,POINT (-122.40633623715972 37.75300403051695),ST,23953000
22322000,FOUNTAIN,POINT (-122.44153807725574 37.749230817380585),ST,22322000
24374000,SPARROW,POINT (-122.42145567152826 37.765751486129126),ST,24374000
20203000,EVANS,POINT (-122.38470554033049 37.740897516615235),AVE,20203000
23349000,33RD,POINT (-122.4904322252498 37.73866261999914),AVE,23349000
26246000,DELLBROOK,POINT (-122.45257028078787 37.75354206779867),AVE,26246000
27822000,CABRILLO,POINT (-122.49290280940642 37.77404459312259),ST,27822000
27138000,FUNSTON,POINT (-122.47007369443622 37.75639043164861),AVE,27138000
23211000,QUINTARA,POINT (-122.47822416072836 37.74855090373325),ST,23211000
33394000,I-280 N OFF,POINT (-122.43126156262508 37.73350543831679),RAMP,33394000
23629000,23RD,POINT (-122.39481391986705 37.75497929339036),ST,23629000
54010000,GALILEE,POINT (-122.42857082564572 37.783791499838564),LN,54010000
50079000,07TH,POINT (-122.40489065653594 37.7743943270884),ST,50079000
26649000,WASHINGTON,POINT (-122.43438048436605 37.79159165072382),ST,26649000
25814000,MARKET,POINT (-122.435187962251 37.762670707213964),ST,25814000
20683000,QUINT,POINT (-122.39708156410514 37.7365327940943),ST,20683000
27230000,ARGUELLO,POINT (-122.45885866099782 37.78125706088031),BLVD,27230000
28021000,LAKE,POINT (-122.48939150072546 37.785088012828304),ST,28021000
32849000,JOHN F KENNEDY,POINT (-122.49616067481999 37.76929182523026),DR,32849000
50009000,MORRIS,POINT (-122.40105434723425 37.775736556155536),ST,50009000
20321000,WABASH,POINT (-122.40209790843399 37.71299484220449),TER,20321000
21522000,OTTAWA,POINT (-122.44583507704844 37.71529779680208),AVE,21522000
25186000,EDDY,POINT (-122.42081700311529 37.782894122083114),ST,25186000
25523000,TAYLOR,POINT (-122.41505227538516 37.804480983913045),ST,25523000
34167000,CHANNEL,POINT (-122.39163413550806 37.77432755078513),,34167000
32854000,HAGIWARA TEA GARDEN,POINT (-122.46929328994554 37.770172458456656),DR,32854000
27192000,CONSERVATORY,POINT (-122.45908994534355 37.77324289785375),DR,27192000
51304000,UNNAMED 075,POINT (-122.46078377857305 37.80004514421295),,51304000
33233000,THOMAS MELLON,POINT (-122.39272855270238 37.70984934200165),DR,33233000
34121000,GATEVIEW,POINT (-122.37459440874225 37.82999075563374),AVE,34121000
23622000,23RD,POINT (-122.39190112784925 37.755154888902055),ST,23622000
20075000,GRIFFITH,POINT (-122.38025683890464 37.726990656443654),ST,20075000
21010000,SWEENY,POINT (-122.40621047324501 37.73348714713351),ST,21010000
25328000,GREEN,POINT (-122.40621866845125 37.79985228041273),ST,25328000
27680000,33RD,POINT (-122.49147516626734 37.753579326136965),AVE,27680000
51263000,GRAHAM,POINT (-122.45824043575549 37.798810187152576),ST,51263000
34179000,MISSION BAY,POINT (-122.39426883982681 37.77082423443666),BLVD,34179000
51078000,JUNIPERO SERRA,POINT (-122.47200679331871 37.721231652295124),BLVD,51078000
24888000,STEVENSON,POINT (-122.40748281248926 37.783528917088404),ST,24888000
34181000,CHINA BASIN,POINT (-122.39294450293913 37.77179714490588),ST,34181000
27569000,CHERRY,POINT (-122.45668517258422 37.78600002980705),ST,27569000
26988000,CERVANTES,POINT (-122.44050703443061 37.804756504899416),BLVD,26988000
33125000,HUMBOLDT,POINT (-122.40268055595514 37.755793693048716),ST,33125000
21467000,ALLISON,POINT (-122.4415850908454 37.7123807773568),ST,21467000
22958000,ALLSTON,POINT (-122.46395341697631 37.74225944379621),WAY,22958000
26507000,GOUGH,POINT (-122.42542297969894 37.788994699306905),ST,26507000
27658000,26TH,POINT (-122.48622379499795 37.78569712894649),AVE,27658000
52092000,CALVERT,POINT (-122.43550058567763 37.73153654543887),DR,52092000
21909000,DAY,POINT (-122.42880559541156 37.74276428775433),ST,21909000
27065000,PARNASSUS,POINT (-122.45979037456328 37.76292593804568),AVE,27065000
34109000,13TH TI,POINT (-122.3709423160386 37.82881916315521),ST,34109000
51557000,HOWARD,POINT (-122.48056333139225 37.788438797355866),RD,51557000
27653000,25TH,POINT (-122.48501094386734 37.78388223558787),AVE,27653000
26402000,CARL,POINT (-122.44782379209944 37.76607221512582),ST,26402000
24662000,GRANT,POINT (-122.40539867312431 37.78963159733466),AVE,24662000
23651000,TENNESSEE,POINT (-122.3898519599792 37.764260215374875),ST,23651000
22329000,AMBER,POINT (-122.44530467098151 37.74562451470256),DR,22329000
24248000,HOWARD,POINT (-122.41436768999506 37.77404332774616),ST,24248000
21123000,PERALTA,POINT (-122.40843956768204 37.74692303759862),AVE,21123000
27160000,JUDAH,POINT (-122.46832100525172 37.76208111285746),ST,27160000
52116000,HWY 101 SOUTHBOUND,POINT (-122.39505300063084 37.70810807566698),,52116000
25892000,BELCHER,POINT (-122.43024736084406 37.76939226171765),ST,25892000
26180000,CLAYTON,POINT (-122.44378216789794 37.758192867321824),ST,26180000
34089000,11TH TI,POINT (-122.3676511977322 37.82854179073115),ST,34089000
34066000,08TH TI,POINT (-122.36704166569757 37.825393886451046),ST,34066000
27005000,BAKER,POINT (-122.446348362451 37.80048648783496),ST,27005000
22544000,RANDOLPH,POINT (-122.46889627314131 37.71425618416599),ST,22544000
54015000,GEARY,POINT (-122.4296064461395 37.78468162164498),BLVD,54015000
34098000,STRIPED BASS,POINT (-122.37579826215777 37.82561746305702),ST,34098000
27865000,CABRILLO,POINT (-122.49824966634377 37.77379985819445),ST,27865000
22432000,PORTOLA,POINT (-122.45574766649456 37.74207462218885),DR,22432000
20740000,THOMAS,POINT (-122.39990933309137 37.735285919272705),AVE,20740000
24447000,FRANKLIN,POINT (-122.42095992055606 37.77523233536258),ST,24447000
26276000,RIVOLI,POINT (-122.44929602383704 37.762519303984256),ST,26276000
54071000,BEPLER,POINT (-122.46289993157198 37.707458603018836),ST,54071000
20881000,WAYLAND,POINT (-122.41395899976585 37.72359893945509),ST,20881000
50067000,I-80 W OFF,POINT (-122.3928944731709 37.78475170294431),RAMP,50067000
25996000,PIERCE,POINT (-122.43354716012186 37.77075523168687),ST,25996000
23662000,MISSOURI,POINT (-122.39608874010835 37.758294968035884),ST,23662000
35057000,PIOCHE,POINT (-122.42331914611452 37.72775253952875),ST,35057000
25998000,CARMELITA,POINT (-122.43440451295828 37.770646048879215),ST,25998000
25379000,GREENWICH,POINT (-122.40795585697761 37.80250477151448),ST,25379000
23370000,38TH,POINT (-122.49553217124463 37.7347079602157),AVE,23370000
21645000,NAPLES,POINT (-122.43120470331661 37.72085558065011),ST,21645000
54205000,UNNAMED 188,POINT (-122.45234655857683 37.80536476326946),,54205000
27143000,JUDAH,POINT (-122.4640420053895 37.762268848880666),ST,27143000
24578000,DRUMM,POINT (-122.39713709829013 37.79724362727748),ST,24578000
22861000,MERCED,POINT (-122.4586962236033 37.746642594517006),AVE,22861000
24167000,SYCAMORE,POINT (-122.42021440033585 37.7626663155167),ST,24167000
25764000,JERSEY,POINT (-122.43839684829898 37.750226355584864),ST,25764000
24613000,03RD,POINT (-122.40202541977563 37.786248151761114),ST,24613000
25680000,OAKWOOD,POINT (-122.42502485545357 37.76149115706543),ST,25680000
23150000,19TH,POINT (-122.47528855485444 37.73745474259484),AVE,23150000
25505000,GREEN,POINT (-122.41782929528475 37.798394855212734),ST,25505000
50545000,ENCINAL,POINT (-122.47147283845284 37.75636049040561),WALK,50545000
26853000,JACKSON,POINT (-122.43948764350621 37.7918429478387),ST,26853000
20546000,SAN BRUNO,POINT (-122.3997395079498 37.71618273785738),AVE,20546000
20488000,CARROLL,POINT (-122.39335876133742 37.7249735712042),AVE,20488000
21037000,CORTLAND,POINT (-122.40949339376819 37.73971762503686),AVE,21037000
25847000,ELGIN,POINT (-122.42314596485272 37.76982082540436),PARK,25847000
51330000,HOFFMAN,POINT (-122.47360369038704 37.80633982525494),ST,51330000
23958000,24TH,POINT (-122.40912990909452 37.752795584015146),ST,23958000
24960000,JONES,POINT (-122.41316144448682 37.78672974488847),ST,24960000
25763000,DOUGLASS,POINT (-122.43832000615801 37.74943009036378),ST,25763000
27084000,IRVING,POINT (-122.46310199466295 37.76417782751874),ST,27084000
20662000,MENDELL,POINT (-122.390344550544 37.73459870871251),ST,20662000
24833000,UNION,POINT (-122.40278966477051 37.801242172092344),ST,24833000
21986000,CONRAD,POINT (-122.43635654094285 37.73686069292318),ST,21986000
24794000,JACK KEROUAC,POINT (-122.40622643762374 37.79755881026657),ALY,24794000
33222000,GILMAN,POINT (-122.38440201103792 37.71609096803936),AVE,33222000
22971000,TARAVAL,POINT (-122.4660431879912 37.74355538267655),ST,22971000
20172000,MIDDLE POINT,POINT (-122.37941451421545 37.73627245543599),RD,20172000
21688000,AVALON,POINT (-122.43007950733109 37.72666325962914),AVE,21688000
26334000,FREDERICK,POINT (-122.44554477559772 37.76732316163752),ST,26334000
26819000,CLAY,POINT (-122.43913598307242 37.7900814499888),ST,26819000
21847000,FAIRMOUNT,POINT (-122.42581519366661 37.73895155051301),ST,21847000
23547000,24TH,POINT (-122.38693869664384 37.754167796491835),ST,23547000
22746000,LAKEWOOD,POINT (-122.46357779707239 37.72773544908148),AVE,22746000
54046000,SAN ANTONIO,POINT (-122.406234865414 37.79940086621803),PL,54046000
25250000,REED,POINT (-122.41567350405869 37.79397080963108),ST,25250000
51929000,HILTON,POINT (-122.40777630310468 37.738102057811794),ST,51929000
23952000,25TH,POINT (-122.4062194135344 37.75172620919056),ST,23952000
20756000,QUESADA,POINT (-122.40080826689463 37.73864877206855),AVE,20756000
27500000,GEARY,POINT (-122.47616918927942 37.78047585031176),BLVD,27500000
24905000,OFARRELL,POINT (-122.40894102801268 37.786295916639006),ST,24905000
28011000,GEARY,POINT (-122.50936831098419 37.77896516731472),BLVD,28011000
23234000,CRESTLAKE,POINT (-122.48412727975337 37.73527533539774),DR,23234000
27732000,IRVING,POINT (-122.49427043958016 37.76280601096417),ST,27732000
25710000,19TH,POINT (-122.42820232317777 37.759691622718115),ST,25710000
24590000,HOWARD,POINT (-122.40046848441136 37.785030284858344),ST,24590000
33334000,DWIGHT,POINT (-122.40705800885387 37.72277418293207),ST,33334000
33010000,LOS PALMOS,POINT (-122.45083110968633 37.73446271309815),DR,33010000
23218000,CRESTLAKE,POINT (-122.48152683286145 37.735202951041444),DR,23218000
25539000,GREEN,POINT (-122.41989229702261 37.79813406108129),ST,25539000
25757000,DIAMOND,POINT (-122.43606717301513 37.74876203527261),ST,25757000
23512000,48TH,POINT (-122.50703054169642 37.74540954259053),AVE,23512000
24195000,ALAMEDA,POINT (-122.40874393330301 37.76829764150828),ST,24195000
50517000,YACHT,POINT (-122.44387174366881 37.80756695605173),RD,50517000
21045000,TOMPKINS,POINT (-122.41161850679536 37.736964291114155),AVE,21045000
20238000,03RD,POINT (-122.38820034393608 37.74188906306218),ST,20238000
21684000,MADRID,POINT (-122.42757999060218 37.72856630226739),ST,21684000
25781000,EUREKA,POINT (-122.43795911602952 37.75749071849302),ST,25781000
23579000,03RD,POINT (-122.38971674031366 37.77293079486964),ST,23579000
30019000,CHANNEL,POINT (-122.39698105813456 37.77161828087226),ST,30019000
54116000,UNNAMED 192,POINT (-122.38972982627278 37.71074883949839),,54116000
25798000,JOSE SARRIA,POINT (-122.43170028736199 37.76432401224559),CT,25798000
33255000,REVERE,POINT (-122.40137332248273 37.7380247162167),AVE,33255000
25761000,ELIZABETH,POINT (-122.43637687087774 37.75196033944049),ST,25761000
21987000,ARBOR,POINT (-122.43628448341394 37.73732390079828),ST,21987000
21109000,RIPLEY,POINT (-122.4103885599557 37.74432485739374),ST,21109000
22436000,WOODSIDE,POINT (-122.45162398704876 37.745534237434626),AVE,22436000
54058000,KAMILLE,POINT (-122.41372335093271 37.74881694616712),CT,54058000
26402000,CLAYTON,POINT (-122.44782379209944 37.76607221512582),ST,26402000
21690000,AVALON,POINT (-122.43096518639175 37.72692567951947),AVE,21690000
27173000,IRVING,POINT (-122.47059508561186 37.76384879117783),ST,27173000
50220000,CHATHAM,POINT (-122.40642596256919 37.790930852975094),PL,50220000
27625000,LAKE,POINT (-122.47438284152885 37.78623801796223),ST,27625000
33206000,HESTER,POINT (-122.39854226419232 37.712993681162594),AVE,33206000
23830000,TABER,POINT (-122.3955177527331 37.78106214159372),PL,23830000
50980000,DESMOND,POINT (-122.40658822037548 37.70834489769377),ST,50980000
22308000,TERESITA,POINT (-122.44697024826831 37.739629720004146),BLVD,22308000
25592000,NORTH POINT,POINT (-122.41543156970161 37.80634342948051),ST,25592000
21820000,MISSION,POINT (-122.42470256172851 37.735369870616424),ST,21820000
22617000,HOLLOWAY,POINT (-122.4635816475791 37.721686104347626),AVE,22617000
27678000,ORTEGA,POINT (-122.49134484554358 37.751710224965215),ST,27678000
26394000,NIDO,POINT (-122.44628924074892 37.7799581483618),AVE,26394000
22198000,RIDGE,POINT (-122.45158547765614 37.7185771010755),LN,22198000
27060000,PARNASSUS,POINT (-122.45666991172976 37.76381468854904),AVE,27060000
33247000,NEWHALL,POINT (-122.3942731850981 37.73337295384346),ST,33247000
22686000,UPLAND,POINT (-122.46180645008478 37.72872041340298),DR,22686000
21616000,BRAZIL,POINT (-122.42602274284093 37.72049384968161),AVE,21616000
24331000,HYDE,POINT (-122.41512695537372 37.77978852732424),ST,24331000
50139000,WINTER,POINT (-122.41174037606831 37.79980489804197),PL,50139000
26108000,CORBETT,POINT (-122.44327613334009 37.75623377239936),AVE,26108000
33514000,WYTON,POINT (-122.47255891464687 37.7229934910968),LN,33514000
20316000,DESMOND,POINT (-122.40520903932257 37.71068282690845),ST,20316000
