CNN,ST_NAME,the_geom,ST_TYPE,CNNTEXT
26636000,STEINER,POINT (-122.43584896025492 37.79050179933417),ST,26636000
25686000,BIRD,POINT (-122.42297990015042 37.76222912700629),ST,25686000
21554000,FARRAGUT,POINT (-122.45077402680428 37.71111756505407),AVE,21554000
21691000,LISBON,POINT (-122.43016970024298 37.726543778001144),ST,21691000
22970000,TARAVAL,POINT (-122.46685949710835 37.74349086284709),ST,22970000
26080000,25TH,POINT (-122.43939026117356 37.74936537025959),ST,26080000
23037000,DIAZ,POINT (-122.47717379124069 37.71801435231861),AVE,23037000
26955000,WALNUT,POINT (-122.44918958336774 37.790608107962825),ST,26955000
24309000,MISSION,POINT (-122.41548475051735 37.775607256941676),ST,24309000
30072000,WILLOW,POINT (-122.42911214007106 37.78229707359854),ST,30072000
24951000,TAYLOR,POINT (-122.41175549312884 37.788169496797444),ST,24951000
21036000,CORTLAND,POINT (-122.40888307492163 37.739680774922086),AVE,21036000
21348000,VALLEY,POINT (-122.4224388458281 37.74475879633867),ST,21348000
23394000,SANTIAGO,POINT (-122.49190074032104 37.7442096061457),ST,23394000
52132000,I-280 N ON,POINT (-122.44697462172824 37.724138182746),RAMP,52132000
52095000,THERESA,POINT (-122.43688895808793 37.73074419495116),ST,52095000
54063000,BUCHANAN,POINT (-122.4288526809154 37.780915548109505),ST,54063000
24276000,RAUSCH,POINT (-122.40894674467398 37.77587344519981),ST,24276000
20506000,LANE,POINT (-122.39185241972041 37.729785555001364),ST,20506000
25442000,COLUMBUS,POINT (-122.41254127823468 37.80193063660561),AVE,25442000
26737000,LOMBARD,POINT (-122.43276048927441 37.800260113864454),ST,26737000
28033000,SEACLIFF,POINT (-122.48805918603097 37.78868241774891),AVE,28033000
50085000,I-80 TO HWY 101,POINT (-122.40539933185995 37.77036991850505),RAMP,50085000
50708000,NELLIE,POINT (-122.42828703881234 37.754484814334084),ST,50708000
27231000,02ND,POINT (-122.4599996581898 37.78121347775162),AVE,27231000
33606000,SAN JUAN,POINT (-122.4409679575218 37.7266887124429),AVE,33606000
24633000,MINNA,POINT (-122.40593132843159 37.782296140443535),ST,24633000
26951000,SPRUCE,POINT (-122.454120909383 37.78998031889054),ST,26951000
26164000,ORD,POINT (-122.44013303385398 37.76182968551051),ST,26164000
52438000,EVE,POINT (-122.40441297138614 37.74753865667138),ST,52438000
21403000,ROLPH,POINT (-122.43499915964478 37.71281313161231),ST,21403000
27521000,FULTON,POINT (-122.48526202472691 37.77252041982986),ST,27521000
35047000,MISSION,POINT (-122.40486479409861 37.78400661333397),ST,35047000
25837000,14TH,POINT (-122.42535353532207 37.76794970579583),ST,25837000
23634000,CONNECTICUT,POINT (-122.39651349565098 37.75231075818763),ST,23634000
33624000,UNNAMED 043,POINT (-122.3840419597326 37.76206697823599),,33624000
23452000,45TH,POINT (-122.50315728081145 37.736229168324165),AVE,23452000
25887000,WEBSTER,POINT (-122.42842618004931 37.77045176033165),ST,25887000
35018000,CATALINA,POINT (-122.38011679478198 37.73627613574777),ST,35018000
32864000,TRANSVERSE,POINT (-122.48178535530437 37.77188800362501),DR,32864000
24334000,GOLDEN GATE,POINT (-122.41386560415238 37.7818633389497),AVE,24334000
26277000,COLE,POINT (-122.44943332705284 37.763199662557376),ST,26277000
23091000,23RD,POINT (-122.47923108635595 37.73254927670941),AVE,23091000
22314000,DUNCAN,POINT (-122.44127034280935 37.74523093872986),ST,22314000
21108000,RIPLEY,POINT (-122.40869030551895 37.74442749601935),ST,21108000
20228000,NEWHALL,POINT (-122.38883452190242 37.739421939182144),ST,20228000
23136000,GELLERT,POINT (-122.48895104071127 37.730548431872805),DR,23136000
52301000,I-280 SOUTHBOUND,POINT (-122.44010196296381 37.729878003602),,52301000
54112000,UNNAMED 191,POINT (-122.38637017651835 37.76805004834422),,54112000
23569000,18TH,POINT (-122.38779479569699 37.76310721719425),ST,23569000
50213000,HOBART,POINT (-122.41138828286425 37.788534402659174),ALY,50213000
52102000,HWY 101 SOUTHBOUND,POINT (-122.46939327006449 37.800810873197925),RAMP,52102000
22641000,NORTHWOOD,POINT (-122.45682532239161 37.72956803095811),DR,22641000
50799000,BOALT,POINT (-122.37602492331578 37.715961127693355),ST,50799000
22426000,ROCKDALE,POINT (-122.45427553644882 37.741190731191836),DR,22426000
27541000,23RD,POINT (-122.48259152868799 37.780189471433424),AVE,27541000
22509000,PALMETTO,POINT (-122.46436278343701 37.71076858846453),AVE,22509000
33375000,MONTEREY,POINT (-122.43444284797768 37.7325339953515),BLVD,33375000
33173000,KEITH,POINT (-122.39891329573362 37.71879236442562),ST,33173000
25613000,JERSEY,POINT (-122.42507570034108 37.75103315139997),ST,25613000
27736000,36TH,POINT (-122.49534366759623 37.76275862816892),AVE,27736000
22616000,HOLLOWAY,POINT (-122.46268271723366 37.72169216914224),AVE,22616000
25914000,OCTAVIA,POINT (-122.42432464931133 37.775753961899085),ST,25914000
33388000,DANTON,POINT (-122.43303444942666 37.732326139667215),ST,33388000
20576000,OLMSTEAD,POINT (-122.40161257907535 37.7228323851913),ST,20576000
23191000,RIVERA,POINT (-122.47381607943747 37.74687408391602),ST,23191000
27875000,CABRILLO,POINT (-122.50146272205191 37.77365267263682),ST,27875000
26490000,EDDY,POINT (-122.42410820080043 37.78247705147927),ST,26490000
51290000,MAIN,POINT (-122.46324726139694 37.800338808087275),DR,51290000
32845000,CHAIN OF LAKES,POINT (-122.50002857458882 37.76616945732246),DR,32845000
22223000,OCEAN,POINT (-122.45411575309892 37.72345700698417),AVE,22223000
33739000,STONECREST,POINT (-122.47205421482242 37.728802960592155),DR,33739000
24563000,01ST,POINT (-122.39757446862347 37.789762597704076),ST,24563000
20241000,EVANS,POINT (-122.38845502995053 37.74298061729455),AVE,20241000
54230000,ANGELOS,POINT (-122.4132734430538 37.77889037394226),ALY,54230000
50522000,PARAMOUNT,POINT (-122.4558292188264 37.77621437446017),TER,50522000
23424000,YORBA,POINT (-122.49659625876048 37.73466480984912),ST,23424000
24092000,24TH,POINT (-122.41955736571047 37.75217141311234),ST,24092000
21489000,MOUNT VERNON,POINT (-122.44266152683821 37.714567198373956),AVE,21489000
23649000,PENNSYLVANIA,POINT (-122.39348838763786 37.761476161320815),AVE,23649000
21893000,29TH,POINT (-122.4243848632351 37.743838216297924),ST,21893000
22644000,MANGELS,POINT (-122.45607682734891 37.73268906556767),AVE,22644000
20366000,MELRA,POINT (-122.41044102592122 37.71034975554144),CT,20366000
25272000,LEAVENWORTH,POINT (-122.41647274616321 37.79477728599811),ST,25272000
25648000,SANCHEZ,POINT (-122.42957653600165 37.75076201889798),ST,25648000
30771000,PINE,POINT (-122.4038687163593 37.791734984855225),ST,30771000
50340000,MONTGOMERY,POINT (-122.40487663943368 37.802890936356),ST,50340000
24088000,MISSION,POINT (-122.41844527058186 37.75223945498633),ST,24088000
26851000,WASHINGTON,POINT (-122.4409843811971 37.790755462142826),ST,26851000
51218000,TORNEY,POINT (-122.45170736444602 37.79977788135317),AVE,51218000
25563000,POLK,POINT (-122.42233694982285 37.79876157910157),ST,25563000
25137000,TURK,POINT (-122.41698299528484 37.7824204186116),ST,25137000
33695000,MONTEREY,POINT (-122.43499278197139 37.73229528791669),BLVD,33695000
50777000,JENNINGS,POINT (-122.38495233840841 37.731063375943286),ST,50777000
33238000,INNES,POINT (-122.39458917175968 37.74265137892969),AVE,33238000
21561000,ALEMANY,POINT (-122.44895044314393 37.71388616827054),BLVD,21561000
21052000,TOMPKINS,POINT (-122.4128575720115 37.73703468962033),AVE,21052000
26913000,COLLINS,POINT (-122.45039125055217 37.78608313705515),ST,26913000
21321000,COLERIDGE,POINT (-122.41878478489713 37.74515076629519),ST,21321000
27969000,FULTON,POINT (-122.50454434796453 37.77164038737933),ST,27969000
21865000,SAN JOSE,POINT (-122.42843698068425 37.73495094954628),AVE,21865000
23772000,KANSAS,POINT (-122.40341249597577 37.76344516748557),ST,23772000
26778000,NORTH POINT,POINT (-122.43516916311971 37.80382305096546),ST,26778000
23185000,18TH,POINT (-122.47475379601048 37.74496403138291),AVE,23185000
22897000,MAGELLAN,POINT (-122.4619409994647 37.748996736086454),AVE,22897000
24816000,UNION,POINT (-122.40043642537559 37.80152490308383),ST,24816000
51243000,LETTERMAN,POINT (-122.45260760003832 37.799182914770505),DR,51243000
27838000,32ND,POINT (-122.49209488784149 37.7778226913208),AVE,27838000
50756000,WILLS,POINT (-122.3784591408535 37.736001089826516),ST,50756000
30721000,JACKSON,POINT (-122.40756376921443 37.79591029157699),ST,30721000
26047000,PIERCE,POINT (-122.43542451572291 37.7800776378508),ST,26047000
21710000,RUSSIA,POINT (-122.4315848579794 37.71891610079724),AVE,21710000
23228000,24TH,POINT (-122.48078675369914 37.73908875591919),AVE,23228000
27812000,CABRILLO,POINT (-122.48860612378562 37.77424108365052),ST,27812000
24763000,OSGOOD,POINT (-122.40307501775352 37.798323275065734),PL,24763000
27239000,05TH,POINT (-122.46268379603133 37.773759751873925),AVE,27239000
21962000,DIGBY,POINT (-122.43371064801944 37.74008092056229),ST,21962000
23948000,26TH,POINT (-122.40689644798472 37.74971662804854),ST,23948000
52035000,CAYUGA,POINT (-122.42819009175581 37.73201309029528),AVE,52035000
23435000,39TH,POINT (-122.49685477133836 37.73837949814076),AVE,23435000
21030000,PERALTA,POINT (-122.40913847752287 37.7368227712273),AVE,21030000
50525000,ATALAYA,POINT (-122.4476046645072 37.77644749101028),TER,50525000
32983000,BURNETT,POINT (-122.44435802530421 37.75173808924609),AVE,32983000
52134000,I-280 NORTHBOUND,POINT (-122.44819380995511 37.71949727750845),,52134000
20432000,BROOKDALE,POINT (-122.41876599462552 37.711933431935584),AVE,20432000
21080000,ELLSWORTH,POINT (-122.4146131406747 37.73838365189668),ST,21080000
25614000,DOLORES,POINT (-122.42515254200777 37.75184178481049),ST,25614000
25065000,KEYES,POINT (-122.41051061199057 37.796442749432096),ALY,25065000
26942000,JACKSON,POINT (-122.4524803149727 37.7901890806759),ST,26942000
54094000,CAMPUS,POINT (-122.39089041456978 37.76777781945944),WAY,54094000
25165000,BUSH,POINT (-122.4153719214081 37.78931984900694),ST,25165000
24462000,POLK,POINT (-122.41859850918621 37.78026013298776),ST,24462000
33230000,BAYVIEW PARK,POINT (-122.39236229405975 37.7154944742),RD,33230000
22642000,NORTHWOOD,POINT (-122.45821836004168 37.73009510493496),DR,22642000
22961000,DORANTES,POINT (-122.46460808970818 37.74509802152328),AVE,22961000
20076000,CRISP,POINT (-122.38232027778304 37.72721672894408),RD,20076000
27079000,IRVING,POINT (-122.45988755500069 37.7643188324292),ST,27079000
21307000,VIRGINIA,POINT (-122.41875212986504 37.74118003481367),AVE,21307000
22728000,GARFIELD,POINT (-122.47165211413872 37.71964020330126),ST,22728000
25643000,ELIZABETH,POINT (-122.42808181361401 37.75241466656141),ST,25643000
34169000,04TH,POINT (-122.39137353233221 37.772830995219664),ST,34169000
33107000,SELBY,POINT (-122.39404893968516 37.74616295038018),ST,33107000
23489000,PACHECO,POINT (-122.50407370751181 37.74928241973637),ST,23489000
22249000,COLON,POINT (-122.45560307195474 37.72884024776127),AVE,22249000
51270000,LINCOLN,POINT (-122.45452678323734 37.80085819159927),BLVD,51270000
50075000,I-80 WESTBOUND,POINT (-122.40558500823926 37.77577081781974),,50075000
21631000,MOSCOW,POINT (-122.42997802635266 37.71814755881224),ST,21631000
25262000,JONES,POINT (-122.41482563216803 37.79498815595895),ST,25262000
26799000,MARINA,POINT (-122.43999932363732 37.80607719921955),BLVD,26799000
21800000,CAYUGA,POINT (-122.4379336264354 37.7250944549081),AVE,21800000
20349000,RUTLAND,POINT (-122.407927147333 37.7114477614547),ST,20349000
22525000,ARCH,POINT (-122.46709432037814 37.71427318814984),ST,22525000
30059000,BAY,POINT (-122.42253633132731 37.80447319158931),ST,30059000
22465000,SAN JOSE,POINT (-122.45824119503358 37.70899930174116),AVE,22465000
24951000,COSMO,POINT (-122.41175549312884 37.788169496797444),PL,24951000
51254000,ARGUELLO,POINT (-122.46005130046795 37.79600081425858),BLVD,51254000
27507000,20TH,POINT (-122.47951563216408 37.782260764077435),AVE,27507000
51383000,LINCOLN,POINT (-122.48100970213775 37.7923509463274),BLVD,51383000
25810000,15TH,POINT (-122.43325547252424 37.76586162767426),ST,25810000
26909000,BLAKE,POINT (-122.45111986036038 37.7819841160136),ST,26909000
25350000,EMERY,POINT (-122.4096386378871 37.79847123413894),LN,25350000
34104000,13TH TI,POINT (-122.37554993231502 37.827607933187394),ST,34104000
20528000,BAY VIEW,POINT (-122.39324250453082 37.73261557814282),ST,20528000
27778000,KIRKHAM,POINT (-122.50258170185788 37.758700161616154),ST,27778000
23225000,CRESTLAKE,POINT (-122.48240596413898 37.7354115292646),DR,23225000
24383000,MISSION,POINT (-122.42003209086724 37.769045445939504),ST,24383000
22112000,SAN JOSE,POINT (-122.44060709246145 37.728188244063354),AVE,22112000
27194000,LINCOLN,POINT (-122.46108954393853 37.766161081589956),WAY,27194000
50032000,RINCON,POINT (-122.39274115192799 37.784684056520284),ST,50032000
23411000,RIVERA,POINT (-122.49470571271586 37.74595154268658),ST,23411000
22460000,SAN JOSE,POINT (-122.45706838890915 37.71011091520541),AVE,22460000
24894000,POWELL,POINT (-122.40785252027197 37.78549156022919),ST,24894000
21286000,BESSIE,POINT (-122.41506478453343 37.74654685200207),ST,21286000
20246000,DAVIDSON,POINT (-122.38790040732846 37.743610176527405),AVE,20246000
24490000,02ND,POINT (-122.3936180752664 37.78307785417021),ST,24490000
22117000,SAN JOSE,POINT (-122.44143735165905 37.72694010379323),AVE,22117000
26865000,BRODERICK,POINT (-122.44300478811958 37.792297882318174),ST,26865000
27469000,CABRILLO,POINT (-122.47790014779244 37.774729989880825),ST,27469000
23699000,23RD,POINT (-122.39869330839687 37.75474531250007),ST,23699000
27502000,17TH,POINT (-122.47630655205047 37.78240595467723),AVE,27502000
20355000,CORA,POINT (-122.40833406009864 37.7128136092011),ST,20355000
24720000,SUTTER,POINT (-122.40384156326262 37.789829338946475),ST,24720000
24386000,SOUTH VAN NESS,POINT (-122.4176094434377 37.77040741770437),AVE,24386000
23993000,ALABAMA,POINT (-122.41127261961053 37.755887568572376),ST,23993000
27290000,CLEMENT,POINT (-122.46656265237712 37.78284940802789),ST,27290000
50760000,GALVEZ,POINT (-122.37348248487386 37.732595040992535),AVE,50760000
20340000,SUNNYDALE,POINT (-122.40598055082927 37.70909807388463),AVE,20340000
20429000,PARQUE,POINT (-122.42100292302861 37.71010380355699),DR,20429000
25519000,LEAVENWORTH,POINT (-122.41787748784762 37.80170675072949),ST,25519000
33585000,VENTURA,POINT (-122.46340789477553 37.75120432364451),AVE,33585000
21116000,MACEDONIA,POINT (-122.40730859501767 37.746262333622944),ST,21116000
25716000,CUMBERLAND,POINT (-122.43034437159245 37.758755997156584),ST,25716000
22163000,EDNA,POINT (-122.44659075910516 37.73233663384634),ST,22163000
23742000,DE HARO,POINT (-122.40120000669693 37.76101174908375),ST,23742000
20609000,EGBERT,POINT (-122.40195514403207 37.727957456372984),AVE,20609000
25474000,KEARNY,POINT (-122.40730365621819 37.807379458256186),ST,25474000
33505000,EVERGLADE,POINT (-122.48898450932333 37.73332619499761),DR,33505000
30743000,HAYES,POINT (-122.41600949575289 37.777773071628175),ST,30743000
24406000,STEVENSON,POINT (-122.42174766522908 37.77164182311219),ST,24406000
23672000,18TH,POINT (-122.395561308823 37.76263792624593),ST,23672000
33283000,BAY SHORE,POINT (-122.40562695184508 37.748971047333974),BLVD,33283000
54094000,04TH,POINT (-122.39089041456978 37.76777781945944),ST,54094000
27896000,39TH,POINT (-122.49973047266988 37.77940342490239),AVE,27896000
33504000,MEADOWBROOK,POINT (-122.48442332934877 37.73101302576126),DR,33504000
27730000,KIRKHAM,POINT (-122.49615248248482 37.75898112231225),ST,27730000
23504000,VICENTE,POINT (-122.50643560677736 37.737959852526764),ST,23504000
26054000,FULTON,POINT (-122.43486377208956 37.77728066539538),ST,26054000
25607000,GUERRERO,POINT (-122.42302846439841 37.75356918080204),ST,25607000
26805000,DIVISADERO,POINT (-122.43963873538164 37.78384658566652),ST,26805000
22647000,NORTHWOOD,POINT (-122.4595962665272 37.72957195344539),DR,22647000
22006000,NOE,POINT (-122.43125640325759 37.74503200641504),ST,22006000
25539000,EASTMAN,POINT (-122.41989229702261 37.79813406108129),ST,25539000
24918000,POWELL,POINT (-122.40840155081254 37.78829319379495),ST,24918000
25909000,OCTAVIA,POINT (-122.42394706125336 37.7738892390665),ST,25909000
26514000,GEARY,POINT (-122.4279889270575 37.78495387957116),BLVD,26514000
22152000,CIRCULAR,POINT (-122.44427698463892 37.7282617553036),AVE,22152000
32953000,PEMBERTON,POINT (-122.44703605637741 37.75817374658232),PL,32953000
23070000,EUCALYPTUS,POINT (-122.47179743562657 37.731032354828436),DR,23070000
25238000,SACRAMENTO,POINT (-122.41511637883052 37.792237570340205),ST,25238000
51932000,TEVIS,POINT (-122.36904161258846 37.71117855922433),ST,51932000
22762000,SAN ALESO,POINT (-122.46542006541983 37.73016825522902),AVE,22762000
25977000,SANCHEZ,POINT (-122.43119111978142 37.76759524098598),ST,25977000
27402000,MORAGA,POINT (-122.48517626967443 37.75572983650609),ST,27402000
50576000,LAKE FOREST,POINT (-122.45966226544816 37.75502444485383),CT,50576000
33455000,UNNAMED 026,POINT (-122.43371499043266 37.73503600284387),,33455000
26753000,WEBSTER,POINT (-122.43450798817855 37.8005619883834),ST,26753000
26120000,BURNETT,POINT (-122.44471912716782 37.7509629146747),AVE,26120000
24448000,VAN NESS,POINT (-122.41950629384873 37.77636886962568),AVE,24448000
26545000,GOUGH,POINT (-122.42615704322014 37.7926337714063),ST,26545000
26644000,PIERCE,POINT (-122.43722542679453 37.788962363470795),ST,26644000
27795000,41ST,POINT (-122.50043602631169 37.758793967503514),AVE,27795000
23448000,43RD,POINT (-122.50114162727739 37.738191828863926),AVE,23448000
25753000,22ND,POINT (-122.43439413561 37.754494009615165),ST,25753000
26908000,COLLINS,POINT (-122.45009230236879 37.782116603255055),ST,26908000
32904000,GREAT,POINT (-122.50671742856741 37.73546975791746),HWY,32904000
51201000,MUIR,POINT (-122.44840493746678 37.79549788228901),LOOP,51201000
51881000,FAITH,POINT (-122.40531324838902 37.743832332168644),ST,51881000
34116000,GATEVIEW,POINT (-122.37268899813579 37.82911001712674),AVE,34116000
51492000,FORT MILEY 3,POINT (-122.50262531690119 37.781567554003),,51492000
21197000,BACHE,POINT (-122.41747882880875 37.73492102033055),ST,21197000
23434000,VICENTE,POINT (-122.50005777992585 37.738239292372356),ST,23434000
24581000,BONIFACIO,POINT (-122.39934928638765 37.7825959122481),ST,24581000
21186000,MOULTRIE,POINT (-122.41617187878806 37.73485571599511),ST,21186000
20401000,ARGONAUT,POINT (-122.41525752311132 37.70946589691291),AVE,20401000
21281000,ESMERALDA,POINT (-122.41797647924353 37.743447170851574),AVE,21281000
52223000,LAKE MERCED HILL,POINT (-122.48358020891885 37.7085496053704),ST,52223000
22594000,THRIFT,POINT (-122.4602317995394 37.71744383199372),ST,22594000
23170000,VICENTE,POINT (-122.47757390789309 37.73923018612532),ST,23170000
23768000,18TH,POINT (-122.4052199240125 37.762054586562584),ST,23768000
22744000,VICTORIA,POINT (-122.46422018372472 37.72600155644568),ST,22744000
34104000,BIGELOW,POINT (-122.37554993231502 37.827607933187394),CT,34104000
50071000,I-80 EASTBOUND,POINT (-122.39793887960322 37.78061449943202),,50071000
25240000,GOLDEN,POINT (-122.41552640134617 37.7921852438671),CT,25240000
23202000,RIVERA,POINT (-122.47590202034183 37.74678203730439),ST,23202000
22511000,VICTORIA,POINT (-122.46527028375893 37.71176205907842),ST,22511000
23963000,23RD,POINT (-122.40648045807467 37.75456421232283),ST,23963000
23924000,HARRIET,POINT (-122.40615042502306 37.77808238224222),ST,23924000
33249000,QUESADA,POINT (-122.39523122579146 37.73548440967303),AVE,33249000
20568000,CRANE,POINT (-122.3992144071216 37.723242390585916),ST,20568000
51030000,ROEMER,POINT (-122.44631193708439 37.70870152084943),WAY,51030000
50641000,MYRA,POINT (-122.45413337732319 37.740495419164866),WAY,50641000
24731000,SPRING,POINT (-122.40382799938153 37.79271713183143),ST,24731000
33406000,JUNIPERO SERRA,POINT (-122.47154865466337 37.72978397703801),BLVD,33406000
22594000,FAXON,POINT (-122.4602317995394 37.71744383199372),AVE,22594000
54202000,UNNAMED 064,POINT (-122.45032252570988 37.80562210379051),,54202000
24192000,HWY 101 S ON,POINT (-122.40973588936967 37.77034851695286),RAMP,24192000
21775000,MISSION,POINT (-122.43291179320698 37.72717755091847),ST,21775000
25871000,DOLORES,POINT (-122.42669318356933 37.767869019056114),ST,25871000
51640000,UNNAMED 040,POINT (-122.4617323012673 37.73303939282497),,51640000
51943000,POLLOCK,POINT (-122.36586992516506 37.7084319225957),ST,51943000
20530000,BAY VIEW,POINT (-122.39412709410516 37.73274324357814),ST,20530000
20123000,HAWES,POINT (-122.38438729660915 37.72562424524006),ST,20123000
22623000,WILDWOOD,POINT (-122.45653703899633 37.72758998180665),WAY,22623000
25079000,MASON,POINT (-122.41113364184616 37.79338364742432),ST,25079000
23087000,OCEAN,POINT (-122.47784737811783 37.73261090197129),AVE,23087000
51178000,PARK,POINT (-122.46904601268618 37.79804318715571),BLVD,51178000
25209000,FERN,POINT (-122.4202104351908 37.78822270059957),ST,25209000
22844000,HERNANDEZ,POINT (-122.45684795164597 37.744807584620716),AVE,22844000
24262000,07TH,POINT (-122.40784206017956 37.776746108753876),ST,24262000
23155000,ULLOA,POINT (-122.47235282254417 37.74133179973095),ST,23155000
52119000,BAY SHORE,POINT (-122.39856141432651 37.716897923550704),BLVD,52119000
25427000,MASON,POINT (-122.41247137768761 37.80003239899507),ST,25427000
21411000,ITALY,POINT (-122.43473225934846 37.71618920482648),AVE,21411000
26557000,OCTAVIA,POINT (-122.42744775491478 37.79066690670631),ST,26557000
21694000,CASTLE MANOR,POINT (-122.43080925634659 37.729227845970236),AVE,21694000
26953000,PRESIDIO,POINT (-122.44750149796575 37.79082302393171),AVE,26953000
23197000,20TH,POINT (-122.47689560175756 37.74486944114265),AVE,23197000
23364000,WAWONA,POINT (-122.4935401738197 37.736705757057074),ST,23364000
23510000,47TH,POINT (-122.50595816655085 37.745456658601306),AVE,23510000
51496000,MORAGA,POINT (-122.45945289178533 37.798001250937304),AVE,51496000
26978000,FRANCISCO,POINT (-122.44136827372198 37.8011256996524),ST,26978000
24324000,LEAVENWORTH,POINT (-122.41367636066198 37.78092685532229),ST,24324000
24118000,HILL,POINT (-122.42104114165689 37.75610180646351),ST,24118000
22566000,VIDAL,POINT (-122.48164744085278 37.715438206017595),DR,22566000
20481000,ARMSTRONG,POINT (-122.39036270778637 37.725167205955586),AVE,20481000
26860000,BRODERICK,POINT (-122.44265435316025 37.790539453871105),ST,26860000
51585000,FRENCH,POINT (-122.45552117699646 37.8024457870888),CT,51585000
23198000,21ST,POINT (-122.47783624307715 37.74295557249854),AVE,23198000
23380000,37TH,POINT (-122.49484972284314 37.74033260930577),AVE,23380000
27196000,05TH,POINT (-122.46216212076 37.76610992313945),AVE,27196000
26027000,SCOTT,POINT (-122.4357514987533 37.773345712752054),ST,26027000
26826000,PINE,POINT (-122.44355977880822 37.786690919180366),ST,26826000
34177000,EL DORADO,POINT (-122.3932982554727 37.77199477556561),ST,34177000
22527000,BELLE,POINT (-122.46927073461119 37.70866203292936),AVE,22527000
26028000,PAGE,POINT (-122.43556332026586 37.772417929865576),ST,26028000
21000000,SILVER,POINT (-122.42052794956777 37.728928252547824),AVE,21000000
26365000,TURK,POINT (-122.44369911017091 37.77903801874836),BLVD,26365000
26100000,ALVARADO,POINT (-122.44188639854525 37.753365106973575),ST,26100000
25899000,HAIGHT,POINT (-122.43043391799353 37.77210825818758),ST,25899000
33721000,BAYWOOD,POINT (-122.44330154751576 37.71867389990759),CT,33721000
22368000,DORCAS,POINT (-122.44946431715263 37.7380164902768),WAY,22368000
27267000,CABRILLO,POINT (-122.47029790326681 37.77507656509118),ST,27267000
51844000,CUSTER,POINT (-122.36862379175466 37.73361739308264),AVE,51844000
26840000,BUSH,POINT (-122.44642170853999 37.78537026457676),ST,26840000
33680000,SADDLEBACK,POINT (-122.4259488044564 37.70911421525552),DR,33680000
23656000,MISSISSIPPI,POINT (-122.39435242868099 37.76014229625092),ST,23656000
20938000,BACON,POINT (-122.41543673214828 37.72453376094421),ST,20938000
50187000,BROADWAY,POINT (-122.41450140224224 37.79688970682576),,50187000
25471000,FRANCISCO,POINT (-122.4134285539761 37.80468416336989),ST,25471000
51833000,INDIA,POINT (-122.37464792480513 37.736341959710956),ST,51833000
24547000,HOWARD,POINT (-122.39252462233152 37.791310971114335),ST,24547000
51342000,LINCOLN,POINT (-122.46717858151598 37.79959774210943),BLVD,51342000
52273000,I-280 N OFF,POINT (-122.41980750093975 37.73168573313578),RAMP,52273000
20879000,WOOLSEY,POINT (-122.41246826925786 37.72265845566271),ST,20879000
22344000,AMETHYST,POINT (-122.44519676904966 37.74609380291159),WAY,22344000
26811000,BAKER,POINT (-122.44279310010543 37.782885336436415),ST,26811000
26843000,LYON,POINT (-122.44540219704338 37.78743816558382),ST,26843000
22203000,JOSIAH,POINT (-122.45415512616012 37.71687510205209),AVE,22203000
22787000,OCEAN,POINT (-122.4682076087224 37.729221282504696),AVE,22787000
35008000,ROSE,POINT (-122.42369950317914 37.773443736985804),ST,35008000
27632000,CALIFORNIA,POINT (-122.47750934892605 37.78422249149946),ST,27632000
20500000,03RD,POINT (-122.39179715586494 37.731643545928286),ST,20500000
22911000,MONTEREY,POINT (-122.46699849006603 37.733092141821366),BLVD,22911000
25139000,ELLIS,POINT (-122.41443019829092 37.78465714109675),ST,25139000
23555000,03RD,POINT (-122.38831553127272 37.75793970522427),ST,23555000
25760000,DIAMOND,POINT (-122.43629871361132 37.75115322179957),ST,25760000
22417000,MOUNTVIEW,POINT (-122.45117877265207 37.74736104459746),CT,22417000
27247000,CLEMENT,POINT (-122.46120747460154 37.78308744203529),ST,27247000
21736000,KENNY,POINT (-122.43886348579787 37.71930936003114),ALY,21736000
26690000,CHESTNUT,POINT (-122.42308780532277 37.80248973637193),ST,26690000
21862000,SAN JOSE,POINT (-122.43036850090192 37.73393255764562),AVE,21862000
21452000,POPE,POINT (-122.43948087724237 37.70999344700353),ST,21452000
51295000,MAIN,POINT (-122.46276491351114 37.8008622532442),DR,51295000
33713000,CHURCH ACCESS,POINT (-122.48030151285265 37.71453961640905),RD,33713000
25574000,HYDE,POINT (-122.4203690463927 37.80572025581081),ST,25574000
21047000,ALEMANY,POINT (-122.41382404145108 37.73327838088613),BLVD,21047000
32981000,PORTOLA,POINT (-122.44709056833862 37.74685611274466),DR,32981000
52157000,HWY 101 NORTHBOUND,POINT (-122.41633887987429 37.769687518928),,52157000
25366000,FILBERT,POINT (-122.40936911709206 37.801370655738076),ST,25366000
28173000,FELTON,POINT (-122.40459261675203 37.73003719557829),ST,28173000
25813000,18TH,POINT (-122.43500070157815 37.76088893302636),ST,25813000
22577000,GRANADA,POINT (-122.4571452674682 37.71823336051359),AVE,22577000
51039000,KRONQUIST,POINT (-122.43501586278882 37.74696864059624),CT,51039000
24341000,SOUTH VAN NESS,POINT (-122.41764545252381 37.766805242281194),AVE,24341000
52155000,HWY 101 NORTHBOUND,POINT (-122.40278772099128 37.75280758458405),,52155000
25993000,HAIGHT,POINT (-122.43209230068612 37.771897265828706),ST,25993000
26607000,SUTTER,POINT (-122.43327157968346 37.78608542898825),ST,26607000
28261000,GELLERT,POINT (-122.4912626171774 37.72922939583076),DR,28261000
27819000,MARTIN LUTHER KING JR,POINT (-122.49606312764601 37.76546142221974),DR,27819000
