LENGTH,the_geom,STREET,ST_TYPE,COMMENTS,BIKE_FAC,PBIKE_FAC,EditDate,Editor,Shape_len
260.26481091741,"MULTILINESTRING ((-71.11585109075568 42.3696365659252, -71.11586965933077 42.36950386956282, -71.1157970124927 42.3692914824475, -71.11580467388778 42.36908413823172, -71.1158417867606 42.368932377586795))",Ped,Ped,,5,0,,,260.264810921
238.49959015768,"MULTILINESTRING ((-71.14825490877443 42.395342518143934, -71.14798208167035 42.395964940987454))",,,,5,0,,,238.499590146
143.08558187964,"MULTILINESTRING ((-71.12016784876727 42.377705247693584, -71.12040425517601 42.37779411263479, -71.12057177856396 42.37785336093166, -71.1206475520209 42.377869663629326))",,,,3,0,,,143.085581881
1800.37752267567,"MULTILINESTRING ((-71.0739102112896 42.368205416169175, -71.0753672516214 42.36896968032606, -71.07541766842307 42.36898388869616, -71.07546073619483 42.36896829662985, -71.07548089055669 42.36894274128835, -71.07553931845615 42.368888102711246, -71.07560925862806 42.368838418487, -71.07568459707826 42.36879490087799, -71.07578292298064 42.368761319255846, -71.07589524179 42.368749055780206, -71.0760277044055 42.36875692568575, -71.07614992740119 42.36879079904611, -71.07623124805384 42.36883747365957, -71.07630908434686 42.3689016151822, -71.07635885000248 42.368968863844586, -71.0763852656401 42.36905265562884, -71.07639064457653 42.36915014522473, -71.07635864266592 42.36924291453309, -71.0762944538783 42.369317920827164, -71.0762034398213 42.36938130311063, -71.0761099076748 42.36942834875635, -71.0759902282866 42.369456473544425, -71.07586703711814 42.36945643098131, -71.075779267442 42.3694387647193, -71.07571342460648 42.369418188222994, -71.07566628810072 42.36941140110738, -71.07563899472018 42.36942545987968, -71.0756074695478 42.369435963166765, -71.0755746794072 42.36943644587933, -71.07553174412817 42.36942673804287, -71.07548979917352 42.36940731979568, -71.07507124612266 42.369195577659916, -71.0750246298121 42.36918300218884, -71.07459076711051 42.36896464336158, -71.0745445142058 42.368925588644885, -71.07408827223657 42.368689939720674, -71.07404969471659 42.36865417867902, -71.0736502640688 42.36845073435976))",Canal Park,,,5,0,,,1800.37752267
1500.56572924585,"MULTILINESTRING ((-71.11455869240731 42.37478860462558, -71.1156310092106 42.375435210971766, -71.11568172609056 42.375457168349946, -71.11573803725582 42.375472064687074, -71.11634634025128 42.37559022412979, -71.11667481913857 42.375653499814156, -71.11734074374904 42.3760171659527, -71.11739149869781 42.37603912269728, -71.11746440123476 42.37607067499584, -71.11752706241505 42.37608830819792, -71.11760290250979 42.376105354037975, -71.11769378622361 42.37611945878567, -71.11779474842885 42.37613159377486, -71.11787666346324 42.37613551551647, -71.11796731001259 42.376133758528766, -71.11805108974386 42.376135326437485, -71.11812296353172 42.37614119039556, -71.11822071421967 42.3761519697547, -71.11831163498132 42.376166101577134, -71.1184197015607 42.37619077255252, -71.11853046184598 42.37622291623145, -71.11863745607054 42.37625973967972, -71.11876035998901 42.37630344849037, -71.1188496540862 42.37633576768505, -71.11894402442695 42.37636711575907, -71.1190378400428 42.37640455375531, -71.11941254382818 42.37659812592818))",,,,5,0,,,1500.56572923
863.32481984063,"MULTILINESTRING ((-71.12200862606845 42.37753854405233, -71.12188317706514 42.377455480414675, -71.12040405927083 42.37666138729782, -71.12035572191814 42.37663101557269, -71.12028540508986 42.37656912423236, -71.12021274342632 42.3765156219625, -71.120144286583 42.37648916262528, -71.11986020176639 42.376482900735944, -71.11984171418497 42.37643078462302, -71.11959203322124 42.37649474676255, -71.11941173194434 42.376597739072295))",,,,5,0,,,863.324819834
284.70326054581,"MULTILINESTRING ((-71.12610829202886 42.38986247633246, -71.12622196718405 42.38983831374867, -71.12639345129558 42.389866311290724, -71.12641708468546 42.38986981810144, -71.12647458888368 42.389879609003174, -71.12649078598156 42.3898824056431, -71.12654625428463 42.38989218990016, -71.12656681530711 42.38989568670825, -71.12663707816084 42.389907576981294, -71.12671381086484 42.389920860231385, -71.12672605124577 42.38992295798649, -71.1267916911193 42.38993414715225, -71.12679557398735 42.389934818320896, -71.12685754906798 42.389946023002935, -71.1269252989423 42.3899572189348, -71.12713393907676 42.38999321129173))",,,,5,0,,,284.703260544
1227.43947217288,"MULTILINESTRING ((-71.09958002687321 42.36295036264769, -71.09968044600936 42.36285735854164, -71.10009209422408 42.362476128346856, -71.10019161846508 42.3623839713437, -71.10027528796047 42.362306357669624, -71.10065042004351 42.361958531224474, -71.10074912466803 42.3618670020269, -71.10082679957436 42.36179510227015, -71.10178288784628 42.360910404015094, -71.10186581162992 42.360844833114136, -71.10247899605199 42.36035996174725))",Sidney St,St,,1,0,,,1227.43947217
505.33998982117,"MULTILINESTRING ((-71.15544255736395 42.38151234059315, -71.15510276598779 42.381434049647204, -71.15500072703115 42.381406138433334, -71.15488147091301 42.38136585464033, -71.15470882513371 42.381288201005944, -71.15455593383747 42.38119891671861, -71.15440848511336 42.38108906810153, -71.15426343808797 42.3809665214966, -71.1542239001261 42.38093432457368, -71.15417587957624 42.38089661401273, -71.15415677006006 42.38088514126645, -71.15413426390056 42.38087212163029, -71.15408798586546 42.38084742312988, -71.15405686145432 42.3808198614711, -71.15402607100431 42.38079891400043, -71.15399588304413 42.38078285276587, -71.15392447312014 42.38075154774118))",Huron Ave,Ave,,1,0,,,505.339989817
621.19933808299,"MULTILINESTRING ((-71.15757564801602 42.38213626038122, -71.15686755602779 42.3818770595124, -71.15649461488407 42.381754713943096, -71.15544255736395 42.38151234059315))",Huron Ave,Ave,,6,0,,,621.199338081
481.53184596484,"MULTILINESTRING ((-71.1378976167858 42.39518957217991, -71.13787926454712 42.395116742057446, -71.13783584098402 42.394715808521156, -71.13783737283951 42.394681046145756, -71.13784672845632 42.394637637174284, -71.13787439013691 42.39458459929129, -71.13791628965782 42.394547082681946, -71.13797432265243 42.394530224680864, -71.13800262839474 42.39451338289981, -71.1380255181907 42.39449199638185, -71.13803813690059 42.394460561744964, -71.13804382226803 42.39393306213994))",,Multi-Use,Russell Field/Comeau Field,5,0,,,481.531845976
477.68650272643,"MULTILINESTRING ((-71.13692984739018 42.393825854819006, -71.13692108438916 42.3943526038055, -71.13693460050636 42.39437127859753, -71.13696169660192 42.394378169346766, -71.13725678941573 42.39438351788248, -71.13728243631205 42.39439781294109, -71.13731492411604 42.39441992267667, -71.13737305878148 42.39443698184061, -71.1374951349019 42.39447205135208, -71.1376068064427 42.39450102360166, -71.1377180624695 42.39452500025105, -71.13780319173948 42.39454088191445, -71.13788652037194 42.394547976867145, -71.13791628965782 42.394547082681946))",,Multi-Use,Russell/Comeau Field,5,0,,,477.686502719
214.96841436286,"MULTILINESTRING ((-71.1378976167858 42.39518957217991, -71.13793599838077 42.395262190913925, -71.13798204114043 42.39533519046296, -71.1380329334059 42.395414708659175, -71.13808876138967 42.39547275639553, -71.13815334692978 42.395527209487916, -71.13826388764016 42.39561185442475, -71.13832806128032 42.3956542322758, -71.13834900002838 42.395663326026984))",,Multi-Use,Russell Field,5,0,,,214.96841435
689.60821035365,"MULTILINESTRING ((-71.14298992860371 42.388325938690556, -71.14298212488643 42.38827229554554, -71.14295410765985 42.38821255274432, -71.14292412568997 42.38815988351286, -71.14288434411712 42.38809239337406, -71.14283458465538 42.38802854928828, -71.14274862287984 42.387951695697566, -71.14268801383501 42.38790167536226, -71.1426295906129 42.38785789080003, -71.14254031924895 42.387803445742534, -71.14202683612662 42.38747566287277, -71.14184716607122 42.38736361255692, -71.14166370834842 42.38724726942468, -71.1415568841753 42.38718788449551, -71.14120670036453 42.38703386651624))",,Multi-Use,Concord Ave Rotary,5,0,,,689.608210355
11848.9828135028,"MULTILINESTRING ((-71.10902591097974 42.35345820154433, -71.10901660019445 42.35345622158703, -71.10893276089953 42.35343925246037, -71.10884406559244 42.35342383088416, -71.10880417971136 42.35341850888335, -71.10876414008628 42.35341411933501, -71.1087239098898 42.353410634672834, -71.10868352594582 42.3534080824628, -71.10864309923846 42.35340646308243, -71.10860259277071 42.35340577640579, -71.10856208070118 42.353405995244415, -71.10846080110731 42.353409437291695, -71.10844407532107 42.35341001148244, -71.10826975014767 42.35341592126784, -71.1080952671621 42.353417439712764, -71.1080207664205 42.35341592351192, -71.10794634800538 42.35341306294103, -71.10787204874663 42.35340888556671, -71.10775755754666 42.353401031188305, -71.10761005499539 42.353394930038185, -71.1073815066779 42.35338679580651, -71.10735095231118 42.35338608778509, -71.107324761857 42.35338564162474, -71.10718552315723 42.35338330010593, -71.10695733790192 42.35338224601491, -71.10675048034514 42.35338425546153, -71.10653142862618 42.35338987244889, -71.10631250828634 42.35339815123317, -71.10609653623749 42.35340825079719, -71.10577575407476 42.353424302098915, -71.10547190362843 42.35344233145759, -71.10511034302928 42.353465650029676, -71.10493493834099 42.353478466153625, -71.10479208109089 42.353492738473214, -71.10475776222863 42.35349648968726, -71.10467168733271 42.35350590788404, -71.10448133310969 42.3535310203148, -71.1044273401534 42.35353942359131, -71.10428509948065 42.35356154549175, -71.10412106334344 42.35359031520034, -71.10395804472059 42.35362199691183, -71.10379608075841 42.35365656331768, -71.10370697728321 42.35367691926623, -71.10345555221595 42.353741608790095, -71.10322014174142 42.35380698416222, -71.10301152952022 42.35387022885766, -71.10274312575429 42.35395782622051, -71.10235476878088 42.35408820016872, -71.10208205234407 42.35417885445558, -71.10176228070853 42.35428630361157, -71.1016772341988 42.35431430060093, -71.10135223647131 42.35442304767817, -71.1009848621238 42.35454577885759, -71.10072167587724 42.35463231941841, -71.1006382571331 42.35466018408775, -71.10056823269453 42.35468194846602, -71.10049562298956 42.35470299035787, -71.1004223556261 42.35472271275717, -71.10034843078164 42.35474108822233, -71.10019599622277 42.35477738401675, -71.1000419214712 42.35480974986062, -71.0998864658732 42.354838131767956, -71.09977521840423 42.354855306809284, -71.0997636284661 42.35483347842237, -71.09966204877104 42.35484882102201, -71.0993813907786 42.354889581206784, -71.09904607197592 42.35493868425156, -71.09892396682048 42.35495856470069, -71.09880280434794 42.35498146680482, -71.09868276934898 42.35500741865273, -71.09856401014089 42.35503636588383, -71.09844660104937 42.35506825387998, -71.09820563721743 42.355144274110145, -71.09808755609748 42.35518288240546, -71.09779420196874 42.35528240013454, -71.09752617693566 42.35537234657918, -71.0975083359389 42.35536783871734, -71.09749110732994 42.35535430494997, -71.09734928984705 42.355401912334635, -71.09730565087683 42.355416550161486, -71.09720213819321 42.35545051617355, -71.0972057289127 42.35547925934088, -71.09719163984293 42.35548398470352, -71.09697374379299 42.35555662560337, -71.09677583125152 42.355622613147624, -71.09652082169879 42.35570749888601, -71.09646309419801 42.35572669702909, -71.09628067234618 42.3557884847435, -71.096049502043 42.35586535806906, -71.09596659949729 42.35589291931858, -71.09551511160998 42.35604439738384, -71.09521085743245 42.3561462026677, -71.09482914114984 42.35627498304322, -71.09464412562832 42.35633686879074, -71.0943208120375 42.35644486105931, -71.09416134830641 42.35649720441997, -71.09404548201968 42.35653581638698, -71.09370069991199 42.35665075599144, -71.09355594754484 42.35669933620713, -71.09340615239736 42.35674959974586, -71.0931936940052 42.35682104532048, -71.09291853953623 42.356912959005406, -71.09273504918424 42.35697298110578, -71.09236688303098 42.357098837691545, -71.09236481966171 42.35709751321621, -71.0921593286028 42.35716678630921, -71.0917673785338 42.357297084373194, -71.09152962934742 42.35737691632721, -71.09150982939785 42.35738354157141, -71.09130864078624 42.35745088012719, -71.09101597961002 42.35754865427848, -71.09080230271945 42.35761888371019, -71.09063822639541 42.35767414195331, -71.09055376006461 42.357702489525266, -71.0904094475588 42.357750957588806, -71.09015178390338 42.35783738390141, -71.08994418625217 42.3579055479001, -71.08968391866034 42.357993939623825, -71.08956123001445 42.358033949663394, -71.08917463785957 42.35816365432657, -71.08871214482566 42.35831833187245, -71.08826971182854 42.35846597219561, -71.08783762057031 42.35861038242001, -71.0876419864213 42.3586758136165, -71.08718775463262 42.358827743134576, -71.08716721219379 42.35883461193482, -71.08670968059464 42.358987241184764, -71.08667545565295 42.358998643351, -71.08622559906212 42.359148444411325, -71.08577755723033 42.35929764655187, -71.08501505986644 42.35955297905506, -71.08420902969917 42.359821814683535, -71.08388085634634 42.35993192790426, -71.08386205593727 42.35993822615988, -71.08384737325359 42.359942892860545, -71.08383250773856 42.35994722960735, -71.08381749639155 42.359951236534194, -71.08380230239418 42.35995488606686, -71.08378696238465 42.35995823321964, -71.08377151372336 42.35996122324592, -71.08375595641057 42.359963856145654, -71.08367899373994 42.35997551434789, -71.08366032361921 42.359978876869846, -71.08364179860318 42.35998267896791, -71.08362349250908 42.359986948350254, -71.08360533151905 42.35999165730884, -71.08358742662999 42.35999680624568, -71.0835697410231 42.360002367586645, -71.08355231151667 42.36000836890607, -71.08353517510942 42.360014810337994, -71.08342904492028 42.3600506753536, -71.08336834069586 42.36007120075372, -71.08320447260921 42.360126586365965, -71.08275746175349 42.36027440845242, -71.08274058943714 42.36028005493922, -71.08247111386244 42.360370262935746, -71.08219040767723 42.36046331079389, -71.08199890426019 42.36052899437993, -71.08192111625995 42.360553408409295, -71.08187388539238 42.36056739619209, -71.08182610622389 42.36058036665, -71.08177785311813 42.36059226517106, -71.08172916289526 42.3606031193294, -71.08167784986706 42.36061333278749, -71.08162617463125 42.36062236494801, -71.08159409932924 42.3606273522625, -71.08135951824964 42.36063275513087, -71.08127729863413 42.36063906906566, -71.08120559848278 42.36064366503248, -71.08113376049798 42.36064672376432, -71.08106182168453 42.36064824539569, -71.08098985622836 42.36064820275584, -71.08091790095257 42.36064662341968, -71.08069850000653 42.36064491818863, -71.08029570647412 42.3606404579246, -71.07998066810714 42.360637469284995, -71.07993553603214 42.36063620681732, -71.07989036021678 42.360635959484206, -71.07984521447553 42.36063675499602, -71.0798000988062 42.3606385933529, -71.0797550875701 42.36064141994479, -71.07971021721765 42.3606453172277, -71.07966552529314 42.36065020301639, -71.07962158064554 42.36065399388455, -71.07957781351287 42.36065891046027, -71.0795342980743 42.36066492557418, -71.07949110814417 42.36067206693732, -71.07944828090217 42.36068030724507, -71.07940581652876 42.360689619057645, -71.0793638628374 42.360700030357016, -71.0793223831917 42.360711486127876, -71.0792814884059 42.360724014217084, -71.07924117884338 42.36073755974483, -71.07920152831895 42.36075215042258, -71.07916257437847 42.3607677040659, -71.07912435365506 42.36078427569127, -71.07908694051176 42.36080181068982, -71.07904480941002 42.360822182257756, -71.07900359633139 42.36084359992356, -71.07896341245637 42.360866036654414, -71.0789242949663 42.3608894651466, -71.07888628086016 42.360913885536725, -71.0788493703202 42.360939270385586, -71.07881367489307 42.36096553778025, -71.07877919439618 42.360992715161935, -71.07874600319438 42.36102074792244, -71.07871410165363 42.36104958118238, -71.07868356359108 42.36107924265415, -71.07865438973862 42.361109622578056, -71.07862832895671 42.36113924555588, -71.07860359593845 42.36116950453247, -71.07858019105056 42.36120034462828, -71.07855818847682 42.361231738675144, -71.0785375884015 42.36126365923352, -71.07851839119199 42.36129605142385, -71.07850063403261 42.36132888794223, -71.07848435410813 42.36136214148473, -71.07846955178613 42.36139575717157, -71.07845622706871 42.361429735003355, -71.07844441732381 42.361464020235765, -71.07843412291939 42.361498557988895, -71.07842538085778 42.361533348398765, -71.07832084270487 42.36226206880719, -71.07825780290261 42.36252688889731, -71.07825353662645 42.362545203744865, -71.0782485678852 42.36256343369375, -71.07824289704422 42.36258152386341, -71.07823652392003 42.36259950169401, -71.07822941169437 42.36261733960952, -71.07823347883658 42.362617793577954, -71.07824915612787 42.362619497518644, -71.07825858470338 42.362620519963485, -71.07824271711974 42.3626917531192, -71.07824252524216 42.36272608092497, -71.07824607748432 42.36274826616166, -71.07825040729304 42.362770371926835, -71.07825551466898 42.362792398220456, -71.07825605449513 42.36279467779088, -71.07825652013683 42.362796984530085, -71.07825683777567 42.3627992907266, -71.07825708141306 42.36280159665175, -71.07825721386521 42.36280392961004, -71.07825723549817 42.36280623472113, -71.07825714594593 42.36280856686535, -71.07825694539137 42.36281089860256, -71.07825663401758 42.36281320249252, -71.07825624864228 42.362815506111126, -71.07825571544686 42.36281778174683, -71.07825510824993 42.362820057111215, -71.07825439005063 42.36282233206851, -71.07825356103203 42.36282457917858, -71.07825265819481 42.362826798577125, -71.07825160753744 42.36282898999276, -71.0782504828785 42.362831181137, -71.07824921039938 42.36283334429835, -71.07824786410161 42.36283547974812, -71.0782464439852 42.36283758748633, -71.07824487604857 42.36283966724164, -71.07824323447625 42.36284169184516, -71.07824151926816 42.36284366129691, -71.07823969324068 42.36284560290145, -71.07823775657668 42.36284748921851, -71.0782357832777 42.362849320519494, -71.07823369934223 42.362851096533, -71.0782315045873 42.36285284469924, -71.07822927338037 42.3628545104092, -71.07822696853766 42.362856120967386, -71.07822455305846 42.36285767623811, -71.07822210094433 42.36285917649269, -71.07821953837666 42.36286059401961, -71.078216939174 42.36286195653041, -71.07821474880946 42.36286304613196, -71.07821248480924 42.362864080581694, -71.07821018417415 42.362865060015324, -71.07820788390488 42.362865984568565, -71.07820550981697 42.362866881410156, -71.07815780845503 42.36289000374782, -71.07814729221333 42.36289671562637, -71.07813710732954 42.36290367568702, -71.07812721680293 42.362910883794136, -71.07811762063342 42.36291833994785, -71.07810835618787 42.36292598940354, -71.07809946010107 42.362933887177405, -71.07809089573824 42.3629419782534, -71.07792021051957 42.36311886687606, -71.07761527717189 42.36344045184709, -71.07715517104663 42.363914393476136, -71.0769521729122 42.364125161053884, -71.0767791686732 42.36430481095549, -71.0763738024861 42.364730764698706, -71.07602807122456 42.3650917373868, -71.07560791351587 42.365525756357364, -71.07538648916425 42.36575681424739, -71.07510537693413 42.366048405245124, -71.0750792176692 42.36607561224189, -71.0749322861557 42.36622835385926, -71.07458437016454 42.366592606973214, -71.0745392748822 42.36664026955274, -71.07453860421427 42.36664095309285, -71.07447764035962 42.36670419822566, -71.074265086719 42.36692455737647, -71.07419603647122 42.36699611444084, -71.07419327883936 42.36699898551979, -71.07409413161298 42.36710536328221, -71.07408051012773 42.36712243592378, -71.07406766348632 42.367139840723006, -71.0740556288774 42.36715755037704, -71.07404440630143 42.367175564886175, -71.0740339961285 42.367193829370215, -71.07402447218111 42.367212371543744, -71.07401576082272 42.36723113625249, -71.07400793624556 42.36725009633064, -71.07400099845037 42.36726925177834, -71.07399491061925 42.36728857501861, -71.07398970994113 42.3673080387484, -71.07398543360502 42.367327615664756, -71.07398204460839 42.36734730563076, -71.07397954332166 42.36736705376618, -71.07397746677422 42.36737868098815, -71.07397594509244 42.367390337705984, -71.07397494127322 42.36740202378269, -71.07397441831341 42.36741373908129, -71.07397445040492 42.36742545643563, -71.0739750005446 42.36743717570874, -71.07397610592113 42.3674488695975, -71.0739776925278 42.36746053782778, -71.07397979755319 42.36747215309644, -71.07398245800103 42.36748371554059, -71.07398560004951 42.36749519744581, -71.0739892607023 42.36750659894925, -71.07399344014458 42.36751789261064, -71.07399810118824 42.36752910573302, -71.07400328120666 42.36754018357309, -71.07400894319652 42.36755112599377, -71.07401508734287 42.367561905554794, -71.07402171346115 42.367572549696234, -71.07402805297818 42.367581793293475, -71.07403480064468 42.36759087375692, -71.07404195646076 42.36759979108637, -71.07404948360791 42.367608517704674, -71.07405741890481 42.3676170811889, -71.07406572571772 42.36762542652165, -71.07407440404658 42.36763355370285, -71.0740834168879 42.36764146259535, -71.07409280124541 42.3676491533362, -71.07410255730375 42.367656598485055, -71.07411261087113 42.36766382520798, -71.07412296231703 42.36767077862466, -71.07413364846019 42.36767748631207, -71.07414459547826 42.367683920556026, -71.07415584037477 42.36769008149345, -71.07416738314954 42.367695969124235, -71.07417914998014 42.36770155573424, -71.07419117787008 42.36770684146027, -71.07420342963083 42.367711853605456, -71.07425786933376 42.36774394136514, -71.074302209985 42.36777006450331, -71.07430533331751 42.36777334152145, -71.0743083082664 42.36777667287199, -71.07431109764329 42.367780085858186, -71.07431377564026 42.367783553313735, -71.07431626806526 42.36778710240494, -71.07431864911018 42.36779070596554, -71.07432084458316 42.367794391161844, -71.07432285466874 42.36779813055364, -71.07432475337423 42.36780192441485, -71.07432642968865 42.367805772334656, -71.07432795780399 42.367809647146856, -71.07432930071653 42.36781354871446, -71.07433045824152 42.367817504477614, -71.0743314307484 42.367821459556055, -71.07433225487128 42.36782546896699, -71.07433285697228 42.36782947755632, -71.07433331087402 42.36783351303801, -71.07433357975738 42.367837547834995, -71.0743336266187 42.36784158181033, -71.07433352546529 42.36784561523791, -71.07433323929342 42.367849647980755, -71.0743327682878 42.36785365259881, -71.07433211207896 42.36785768397226, -71.0743313082246 42.36786165991765, -71.074330282348 42.36786563504136, -71.07432910864114 42.367869582177185, -71.0743277132813 42.367873473611034, -71.07432617009111 42.36787733705698, -71.07432444206692 42.36788117237799, -71.07432256621236 42.367884979711086, -71.07432050589306 42.36788870403896, -71.07431774859721 42.36789152024005, -71.07429364153519 42.367916045444545, -71.07422206548439 42.36798885544236, -71.07411783387595 42.36809170196013, -71.074090602447 42.36811857546448, -71.07405830225198 42.36815080859462))",,Multi-Use,Paul Dudley White Path,5,0,,,11848.9828135
3856.31319813706,"MULTILINESTRING ((-71.14437876413226 42.38864572411682, -71.14423207229363 42.388605344574856, -71.14411838604491 42.38854761471582, -71.14401487810889 42.388476991712864, -71.14390652379022 42.38839277052045, -71.143817687695 42.3882738698482, -71.14374313084281 42.38821576680273, -71.14361690942583 42.38812959660606, -71.14352647884985 42.38805731234036, -71.14344977167717 42.38798677184604, -71.14333128659452 42.38790076250511, -71.14310111026076 42.38779097236915, -71.143001475341 42.38773630343863, -71.14295569850562 42.387681719239744, -71.14290983406029 42.38763610782728, -71.14207043219697 42.3871044722051, -71.14202619511326 42.38707889713777, -71.14198163401674 42.38706479121937, -71.14192731777956 42.38705422220426, -71.14183108560006 42.38704615698814, -71.14177167424663 42.387039825332955, -71.1416161363855 42.3869545494852, -71.1415743730659 42.386923603588066, -71.14154159573488 42.386874629749485, -71.14141861088119 42.38658425414674, -71.14140396809486 42.386496700396755, -71.1413807945581 42.386072807879835, -71.1413910624598 42.3859527323063, -71.14141102198255 42.38579459935744, -71.14144443150309 42.38566016212854, -71.14169503344228 42.384893922599204, -71.14172396770012 42.38483054254217, -71.14198795978594 42.384332740716516, -71.14207146900284 42.384181391081235, -71.14219301390165 42.38397368686398, -71.14250233391618 42.38350321840642, -71.14258871523224 42.38339339497353, -71.14277520507297 42.38318753828699, -71.14279787619074 42.383171089416095, -71.1428173901751 42.38316313733526, -71.14283650550944 42.38316023308993, -71.14293004337375 42.383192135037646, -71.14295108986744 42.38319464257125, -71.14297660392658 42.38319255393851, -71.14299693775364 42.383183616508674, -71.14304448050387 42.38314117616265, -71.14311473523324 42.383022548733, -71.14314537802045 42.38299706911226, -71.14322553496402 42.38291425491153, -71.14334176317624 42.382788415804576, -71.14403601882623 42.382203418646284, -71.1441856834938 42.382081167084124, -71.14428265616063 42.38200894134715, -71.14438880385083 42.381950573969355, -71.14445606997273 42.381921749671214, -71.14457416143588 42.381885097136376, -71.14466292599114 42.38185729955381, -71.14471925344787 42.38182539540564, -71.14476114398266 42.38178065931603, -71.14479455174535 42.381723960343315, -71.14478759453922 42.38160514833632, -71.14482712724485 42.381479345290636, -71.14470109256581 42.38122373072751, -71.14468875514352 42.38118640079279, -71.1446928823317 42.381136938060756, -71.14470093997572 42.38107961200195, -71.14473362937969 42.38093990287363, -71.14475260399676 42.38083672976275, -71.14475805179889 42.380723471603055, -71.1447507636126 42.38064384378612, -71.14466472578937 42.38008129177195))",,Multi-Use,Fresh Pond Parkway,5,0,,,3856.31319815
423.58099761815,"MULTILINESTRING ((-71.10056928239439 42.37350722696192, -71.10083785435148 42.37372911214886, -71.10116809583049 42.3740018935847, -71.10149798356947 42.37427253244194, -71.1016173034889 42.37437159521095))",Hampshire St,St,,1,0,,,423.580997619
